SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2034,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2035,INE733E07JT8
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2016,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2017,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2018,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2019,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2020,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2021,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2022,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2023,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2024,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2025,INE733E07JU6
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2016,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2017,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2018,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2019,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2020,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2021,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2022,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2023,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2024,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2025,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2026,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2027,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2028,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2029,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2030,INE733E07JV4
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2016,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2017,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2018,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2019,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2020,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2021,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2022,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2023,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2024,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2025,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2026,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2027,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2028,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2029,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2030,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2031,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2032,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2033,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2034,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2035,INE733E07JW2
PFC,Power Finance Corporation Limited,N1,1000,1000,1,7.35,22-MAR-2017,17-OCT-2015,17-OCT-2035,,,,,INE134E07570
PFC,Power Finance Corporation Limited,N2,1000,1000,1,7.36,22-MAR-2017,04-JAN-2013,04-JAN-2028,,,,,INE134E07349
PFC,Power Finance Corporation Limited,N3,1000,1000,1,7.6,22-MAR-2017,17-OCT-2015,17-OCT-2035,,,,,INE134E07588
PFC,Power Finance Corporation Limited,N4,1000,1000,1,8.2,22-MAR-2017,01-FEB-2012,01-FEB-2022,,,,,INE134E07190
PFC,Power Finance Corporation Limited,N5,1000,1000,1,8.3,22-MAR-2017,01-FEB-2012,01-FEB-2027,,,,,INE134E07208
PFC,Power Finance Corporation Limited,N6,1000,1000,1,8.43,22-MAR-2017,16-NOV-2013,16-NOV-2023,,,,,INE134E07422
PFC,Power Finance Corporation Limited,N7,1000,1000,1,8.67,22-MAR-2017,16-NOV-2013,16-NOV-2033,,,,,INE134E07455
PFC,Power Finance Corporation Limited,N8,1000,1000,1,8.92,22-MAR-2017,16-NOV-2013,16-NOV-2033,,,,,INE134E07463
RECLTD,REC Limited,N1,1000,1000,1,7.22,24-DEC-2012,19-DEC-2012,19-DEC-2022,,,,,INE020B07GW6
RECLTD,REC Limited,N2,1000,1000,1,7.38,24-DEC-2012,19-DEC-2012,19-DEC-2027,,,,,INE020B07GX4
RECLTD,REC Limited,N3,1000,1000,1,6.88,02-APR-2013,25-MAR-2013,25-MAR-2023,,,,,INE020B07GY2
RECLTD,REC Limited,N4,1000,1000,1,7.04,02-APR-2013,25-MAR-2013,25-MAR-2028,,,,,INE020B07GZ9
RECLTD,REC Limited,N5,1000,1000,1,8.01,30-OCT-2013,24-SEP-2013,24-SEP-2023,1000,,,,INE020B07HO1
RECLTD,REC Limited,N6,1000,1000,1,8.46,30-OCT-2013,24-SEP-2013,24-SEP-2028,,,,,INE020B07HP8
RECLTD,REC Limited,N7,1000,1000,1,8.37,30-OCT-2013,24-SEP-2013,24-SEP-2033,,,,,INE020B07HQ6
RECLTD,REC Limited,N8,1000,1000,1,8.26,30-OCT-2013,24-SEP-2013,24-SEP-2023,,,,,INE020B07HR4
RECLTD,REC Limited,N9,1000,1000,1,8.71,30-OCT-2013,24-SEP-2013,24-SEP-2028,,,,,INE020B07HS2
RECLTD,REC Limited,NA,1000,1000,1,8.62,30-OCT-2013,24-SEP-2013,24-SEP-2033,,,,,INE020B07HT0
RECLTD,REC Limited,NB,1000,1000,1,8.19,08-MAY-2014,24-MAR-2014,24-MAR-2024,,,,,INE020B07IC4
RECLTD,REC Limited,NC,1000,1000,1,8.63,08-MAY-2014,24-MAR-2014,24-MAR-2029,,,,,INE020B07ID2
RECLTD,REC Limited,ND,1000,1000,1,8.61,08-MAY-2014,24-MAR-2014,24-MAR-2034,,,,,INE020B07IE0
RECLTD,REC Limited,NE,1000,1000,1,8.44,08-MAY-2014,24-MAR-2014,24-MAR-2024,,,,,INE020B07IF7
RECLTD,REC Limited,NF,1000,1000,1,8.88,08-MAY-2014,24-MAR-2014,24-MAR-2029,,,,,INE020B07IG5
RECLTD,REC Limited,NG,1000,1000,1,8.86,08-MAY-2014,24-MAR-2014,24-MAR-2034,,,,,INE020B07IH3
RECLTD,REC Limited,NH,1000,1000,1,7.43,22-MAR-2017,05-NOV-2015,05-NOV-2035,,,,,INE020B07JU4
RECLTD,REC Limited,NI,1000,1000,1,8.12,22-MAR-2017,27-MAR-2012,27-MAR-2027,,,,,INE020B07GH7
RHFL,Reliance Home Finance Limited,N1,1000,1000,1,8.7,06-JAN-2017,03-JAN-2017,03-JAN-2020,,,,,INE217K07AB6
RHFL,Reliance Home Finance Limited,N2,1000,1000,1,8.9,06-JAN-2017,03-JAN-2017,03-JAN-2020,,,,,INE217K07AC4
RHFL,Reliance Home Finance Limited,N3,1000,1000,1,8.9,06-JAN-2017,03-JAN-2017,03-JAN-2022,,,,,INE217K07AD2
RHFL,Reliance Home Finance Limited,N4,1000,1000,1,9.05,06-JAN-2017,03-JAN-2017,03-JAN-2022,,,,,INE217K07AE0
RHFL,Reliance Home Finance Limited,N5,1000,1000,1,9,06-JAN-2017,03-JAN-2017,03-JAN-2027,,,,,INE217K07AF7
RHFL,Reliance Home Finance Limited,N6,1000,1000,1,9.15,06-JAN-2017,03-JAN-2017,03-JAN-2027,,,,,INE217K07AG5
RHFL,Reliance Home Finance Limited,N7,1000,1000,1,9.25,06-JAN-2017,03-JAN-2017,03-JAN-2032,,,,,INE217K08271
RHFL,Reliance Home Finance Limited,N8,1000,1000,1,9.4,06-JAN-2017,03-JAN-2017,03-JAN-2032,,,,,INE217K08289
SBIN,State Bank of India,N2,10000,10000,1,,12-NOV-2010,04-NOV-2010,04-NOV-2025,,,,,INE062A08025
SBIN,State Bank of India,N5,10000,10000,1,9.95,23-MAR-2011,16-MAR-2011,16-MAR-2026,,,,,INE062A08058
SBIN,State Bank of India,N6,10000,10000,1,9.45,23-MAR-2011,16-MAR-2011,16-MAR-2026,,,,,INE062A08066
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,1000,,,,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUL-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-AUG-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-SEP-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-OCT-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-NOV-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-DEC-2015,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JAN-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-FEB-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAR-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAY-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUN-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUL-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-AUG-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-SEP-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-OCT-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-NOV-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-DEC-2016,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JAN-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-FEB-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAR-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAY-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUN-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUL-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-AUG-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-SEP-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-OCT-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-NOV-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-DEC-2017,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JAN-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-FEB-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAR-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAY-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUN-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUL-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-AUG-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-SEP-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-OCT-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-NOV-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-DEC-2018,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JAN-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-FEB-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAR-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAY-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUN-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JUL-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-AUG-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-SEP-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-OCT-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-NOV-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-DEC-2019,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-JAN-2020,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-FEB-2020,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAR-2020,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2020,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N7,1000,1000,1,9.75,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-MAY-2020,INE881J07DV3
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,1000,,,,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2016,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2017,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2018,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2019,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N8,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2020,,,,01-APR-2020,INE881J07DW1
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,1000,,,,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2016,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2017,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2018,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2019,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2020,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2021,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,N9,1000,1000,1,10.25,14-MAY-2015,11-MAY-2015,11-MAY-2022,,,,01-APR-2022,INE881J07DX9
SREIBNPNCD,Srei Equipment Finance Limited,NC,1000,1000,1,8.9,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EF4
SREIBNPNCD,Srei Equipment Finance Limited,ND,1000,1000,1,9.12,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EG2
SREIBNPNCD,Srei Equipment Finance Limited,NE,1000,1000,1,9.25,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EH0
SREIBNPNCD,Srei Equipment Finance Limited,NF,1000,1000,1,9.5,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EC1
SREIBNPNCD,Srei Equipment Finance Limited,NG,1000,1000,1,0,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EI8
SREIBNPNCD,Srei Equipment Finance Limited,NH,1000,1000,1,0,20-JAN-2017,17-JAN-2017,17-JAN-2020,,,,,INE881J07EJ6
SREIBNPNCD,Srei Equipment Finance Limited,NI,1000,1000,1,9.11,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EK4
SREIBNPNCD,Srei Equipment Finance Limited,NJ,1000,1000,1,9.35,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EL2
SREIBNPNCD,Srei Equipment Finance Limited,NK,1000,1000,1,9.5,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EM0
SREIBNPNCD,Srei Equipment Finance Limited,NL,1000,1000,1,9.75,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EN8
SREIBNPNCD,Srei Equipment Finance Limited,NM,1000,1000,1,0,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EO6
SREIBNPNCD,Srei Equipment Finance Limited,NN,1000,1000,1,0,20-JAN-2017,17-JAN-2017,17-JAN-2022,,,,,INE881J07EP3
SREIBNPNCD,Srei Equipment Finance Limited,NO,1000,1000,1,9.25,11-AUG-2017,08-AUG-2017,08-NOV-2022,,,,,INE881J08573
SREIBNPNCD,Srei Equipment Finance Limited,NP,1000,1000,1,9.3,11-AUG-2017,08-AUG-2017,08-NOV-2022,,,,,INE881J08581
SREIBNPNCD,Srei Equipment Finance Limited,NQ,1000,1000,1,0,11-AUG-2017,08-AUG-2017,08-NOV-2022,,,,,INE881J08599
SREIBNPNCD,Srei Equipment Finance Limited,NR,1000,1000,1,9.35,11-AUG-2017,08-AUG-2017,08-AUG-2024,,,,,INE881J08607
SREIBNPNCD,Srei Equipment Finance Limited,NS,1000,1000,1,9.4,11-AUG-2017,08-AUG-2017,08-AUG-2024,,,,,INE881J08615
