SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
UTDMP28P12,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan XII-DPMDPO,MF,20-MAR-2018,10,1,INF789FC14L4,10
UTDMP28P13,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan XIII - DPMDPO,MF,05-APR-2018,10,1,INF789FC14M2,10
UTDMP29P11,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan XI - DPMDPO,MF,06-JUL-2018,10,1,INF789F1A017,10
UTDMP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - DPMDP,MF,24-JUL-2018,10,1,INF789F1A116,10
UTDMP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - DPMDP,MF,19-DEC-2018,10,1,INF789F1AES1,10
UTDMP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPMDPO,MF,03-JAN-2019,10,1,INF789F1AFC2,10
UTDMP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-M-DPP,MF,04-DEC-2018,10,1,INF789F1ADY1,10
UTDMP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-MDPO,MF,25-JAN-2019,10,1,INF789F1AGH9,10
UTDMP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPMDPO,MF,07-FEB-2019,10,1,INF789F1AGV0,10
UTDMP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPMDPO,MF,12-FEB-2019,10,1,INF789F1AHE4,10
UTDMP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-MDPO,MF,28-FEB-2019,10,1,INF789F1AHP0,10
UTDMP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPMDPO,MF,08-MAR-2019,10,1,INF789F1AIA0,10
UTDMP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPMDPO,MF,19-MAR-2019,10,1,INF789F1AIK9,10
UTDMP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPMDPO,MF,14-MAR-2019,10,1,INF789F1AIT0,10
UTDMP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPMDPO,MF,02-APR-2019,10,1,INF789F1AJE0,10
UTDMP31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-MDPO,MF,27-MAR-2019,10,1,INF789F1AJO9,10
UTDMP31P11,UTI Mutual Fund-UTI-FTIF¿ Series XXXI-XI (1169 days)-DPMDP,MF,02-APR-2019,10,1,INF789F1AJY8,10
UTDMP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-DP-MDPO,MF,30-MAY-2019,10,1,INF789F1ALC0,10
UTDMP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-MDP,MF,12-JUN-2019,10,1,INF789F1ALM9,10
UTDQP25P12,UTI MF - UTI-FTI Fund  Sr. XXV Plan XII -  DP - QDP,MF,30-DEC-2016,10,1,INF789FC1GS3,10
UTDQP25PXI,UTI MF - UTI-FTI Fund  Sr. XXV Plan XI -  DP - QDP,MF,20-DEC-2016,10,1,INF789FC1GI4,10
UTDQP26P11,UTI Mutual Fund - UTI-FTI Series XXVI Plan XI - DPQDP,MF,26-APR-2017,10,1,INF789FC1SS8,10
UTDQP26P12,UTI Mutual Fund - UTI-Fixed Term Income Fund  Series XXVI Plan XII - D,MF,08-MAY-2017,10,1,INF789FC1TG1,10
UTDQP26P13,UTI MF- UTI-Fixed Term Income Fund  Series XXVI Plan XIII - DP-QDP,MF,11-MAY-2017,10,1,INF789FC1TQ0,10
UTDQP26P14,UTI Mutual Fund - UTI-FTI Fund Series XXVI Plan XIV - DP-QDP,MF,31-MAY-2017,10,1,INF789FC1ZO2,10
UTDQP26P15,UTI MF - UTI-Fixed Term Income Fund  Sr. XXVI Plan XV -  DP -QDP,MF,07-JUN-2017,10,1,INF789FC1A20,10
UTDQP28P13,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan XIII - DPQDPO,MF,05-APR-2018,10,1,INF789FC12M6,10
UTDQP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - DPQDP,MF,24-JUL-2018,10,1,INF789F1A090,10
UTDQP29P14,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XIV - DPQDP,MF,13-JUL-2018,10,1,INF789F1A298,10
UTDQP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPQDPO,MF,03-JAN-2019,10,1,INF789F1AFA6,10
UTDQP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-Q-DPP,MF,04-DEC-2018,10,1,INF789F1ADW5,10
UTDQP31P01,UTI Mutual Fund - UTI-FTIF¿Series XXXI Plan I (1209 days) - DPQDP,MF,03-JAN-2019,10,1,INF789F1AFU4,10
UTDQP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-QDPO,MF,25-JAN-2019,10,1,INF789F1AGF3,10
UTDQP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPQDPO,MF,07-FEB-2019,10,1,INF789F1AGT4,10
UTDQP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPQDPO,MF,12-FEB-2019,10,1,INF789F1AHC8,10
UTDQP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-QDPO,MF,28-FEB-2019,10,1,INF789F1AHN5,10
UTDQP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPQDPO,MF,08-MAR-2019,10,1,INF789F1AHY2,10
UTDQP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPQDPO,MF,19-MAR-2019,10,1,INF789F1AII3,10
UTDQP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPQDPO,MF,14-MAR-2019,10,1,INF789F1AIR4,10
UTDQP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPQDPO,MF,02-APR-2019,10,1,INF789F1AJC4,10
UTDQP31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-QDPO,MF,27-MAR-2019,10,1,INF789F1AJM3,10
UTDQP31P11,UTI Mutual Fund-UTI-FTIP¿ Series XXXI-XI (1169 days)-DPQDP,MF,02-APR-2019,10,1,INF789F1AJW2,10
UTDQP31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-DP-QDPO,MF,24-APR-2019,10,1,INF789F1AKG3,10
UTDQP31P13,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI-XIII (1127D) - DPQDPO,MF,13-MAY-2019,10,1,INF789F1AKQ2,10
UTDQP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-DP-QDPO,MF,30-MAY-2019,10,1,INF789F1ALA4,10
UTDQP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-QDP,MF,12-JUN-2019,10,1,INF789F1ALK3,10
UTFDAIPIGI,UTI Mutual Fund - UTI FIIF-AIP-1-DPG,MF,28-AUG-2013,10,1,INF789F01VW8,10
UTFDAIPIPI,UTI Mutual Fund - UTI FIIF-AIP-1-DPDP,MF,28-AUG-2013,10,1,INF789F01VU2,10
UTFDAP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-ADPO,MF,17-NOV-2016,10,1,INF789FC1FG0,10
UTFDAP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - DP - ADP,MF,02-DEC-2016,10,1,INF789FC1FQ9,10
UTFDGR25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-GO,MF,17-NOV-2016,10,1,INF789FC1FM8,10
UTFDGR25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - DP - G,MF,02-DEC-2016,10,1,INF789FC1FW7,10
UTFDHIPIGI,UTI MF - UTI FIIF - HY IP I - DG,MF,12-JUN-2013,10,1,INF789F01VT4,10
UTFDHIPIPI,UTI MF - UTI FIIF - Half Yly Int Plan-I DPDP,MF,10-DEC-2013,10,1,INF789F01VR8,10
UTFDHIPIRI,UTI MF - UTI FIIF - HY IP I - DDR,MF,12-JUN-2013,10,1,INF789F01VS6,10
UTFDMIPIGI,UTI MF - UTI FIIF - MIP - I - DPG,MF,11-APR-2013,10,1,INF789F01VQ0,10
UTFDMIPIPI,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,MF,11-APR-2013,10,1,INF789F01VO5,10
UTFDMIPIRI,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,MF,11-APR-2013,10,1,INF789F01VP2,10
UTFDMP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-MDPO,MF,17-NOV-2016,10,1,INF789FC1FL0,10
UTFDQIPIGI,UTI MF- UTI FIIF - QIP - I - DPG,MF,12-APR-2013,10,1,INF789F01WI5,10
UTFDQIPIPI,UTI MF- UTI FIIF - QIP - I - DPDP,MF,12-APR-2013,10,1,INF789F01WG9,10
UTFDQIPIRI,UTI Mutual Fund - UTI FIIF-QIP-1-DDR,MF,07-OCT-2013,10,1,INF789F01WH7,10
UTFDQP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-QDPO,MF,17-NOV-2016,10,1,INF789FC1FF2,10
UTFDQP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - DP - QDP,MF,02-DEC-2016,10,1,INF789FC1FP1,10
UTFIAIPIGI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -IG,MF,07-JUN-2011,10,1,INF789F01FJ8,10
UTFIAIPRGI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RG,MF,07-JUN-2011,10,1,INF789F01FG4,10
UTFIAIPRPI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RDP,MF,07-JUN-2011,10,1,INF789F01FE9,10
UTFIAIPRRI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RDR,MF,07-JUN-2011,10,1,INF789F01FF6,10
UTFIHIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I -  RG,MF,08-JUN-2011,10,1,INF789F01FA7,10
UTFIHIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDP,MF,08-JUN-2011,10,1,INF789F01EY0,10
UTFIHIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDR,MF,08-JUN-2011,10,1,INF789F01EZ7,10
UTFIMIPIGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IG,MF,05-MAY-2011,10,1,INF789F01EX2,10
UTFIMIPIPI,UTI FIIF - MIP - I - Institutional Monthly Dividend Payout,MF,05-MAY-2011,10,1,INF789F01EV6,10
UTFIMIPIRI,UTI FIIF - MIP - I - Institutional Monthly Dividend Reinvestment,MF,05-MAY-2011,10,1,INF789F01EW4,10
UTFIMIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I -  RG,MF,05-MAY-2011,10,1,INF789F01EU8,10
UTFIMIPRPI,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,MF,05-MAY-2011,10,1,INF789F01ES2,10
UTFIMIPRRI,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,MF,05-MAY-2011,10,1,INF789F01ET0,10
UTFIQIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RG,MF,10-OCT-2011,10,1,INF789F01GE7,10
UTFIQIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDP,MF,10-OCT-2011,10,1,INF789F01GC1,10
UTFIQIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDR,MF,10-OCT-2011,10,1,INF789F01GD9,10
UTFRAP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-ADPO,MF,17-NOV-2016,10,1,INF789FC1FK2,10
UTFRAP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - ADP,MF,02-DEC-2016,10,1,INF789FC1FU1,10
UTFRFP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-FDPO,MF,17-NOV-2016,10,1,INF789FC1FI6,10
UTFRFP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - FDP,MF,02-DEC-2016,10,1,INF789FC1FS5,10
UTFRGR25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-GO,MF,17-NOV-2016,10,1,INF789FC1FO4,10
UTFRGR25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - G,MF,02-DEC-2016,10,1,INF789FC1FY3,10
UTFRMP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-MDPO,MF,17-NOV-2016,10,1,INF789FC1FN6,10
UTFRMP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - MDA,MF,02-DEC-2016,10,1,INF789FC1FX5,10
UTFRQP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-QDPO,MF,17-NOV-2016,10,1,INF789FC1FJ4,10
UTFRQP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - QDP,MF,02-DEC-2016,10,1,INF789FC1FT3,10
UTIDAP26P1,UTI MF - UTI-FTIF  Series XXVI Plan I - DP-ADPO,MF,17-JAN-2017,10,1,INF789FC1HH4,10
UTIDAP26P2,UTI Mutual Fund - UTI FTIF Sr. XXVI-II (1176 D) DPADP,MF,07-FEB-2017,10,1,INF789FC1HZ6,10
UTIDAP26P5,UTI MF - UTI-FTI Fund  Sr XXVI Plan V - DP - ADP,MF,17-MAR-2017,10,1,INF789FC1JL2,10
UTIDAP26P6,UTI MF - UTI-FTI Fund  Sr. XXVI Plan VI - DP - ADP,MF,23-MAR-2017,10,1,INF789FC1JV1,10
UTIDAP26P7,UTI MF- UTI-Fixed Term Income Fund  Sr. XXVI Plan VII - DP-ADP,MF,06-APR-2017,10,1,INF789FC1KF2,10
UTIDAP26P8,UTI MF- UTI-Fixed Term Income Fund  Sr. XXVI Plan VIII - DP - ADP,MF,06-APR-2017,10,1,INF789FC1ML6,10
UTIDAP26P9,UTI Mutual Fund - UTI-FTI Fund  Sr XXVI Plan IX - DI DPADP,MF,19-APR-2017,10,1,INF789FC1MV5,10
UTIDAP26PX,UTI Mutual Fund - UTI-Fixed Term Income Fund  Series XXVI Plan X -  DI,MF,24-APR-2017,10,1,INF789FC1NF6,10
UTIDAP27P1,UTI Mutual Fund - UTI-Fixed Term Income Fund Series XXVII Plan I - DIR,MF,28-JUN-2017,10,1,INF789FC1K93,10
UTIDAP27P2,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan II - DPADP,MF,05-JUL-2017,10,1,INF789FC1L92,10
UTIDAP27P3,UTI Mutual Fund - UTI-Fixed Term Income Fund Series XXVII Plan III - D,MF,14-JUL-2017,10,1,INF789FC1M91,10
UTIDAP27P4,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan IV - DPADP,MF,31-JUL-2017,10,1,INF789FC1O08,10
UTIDAP27P5,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan V - DPADP,MF,17-AUG-2017,10,1,INF789FC1P07,10
UTIDAP27P6,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan VI - DPADP,MF,05-SEP-2017,10,1,INF789FC1R39,10
UTIDAP27P7,UTI MF - UTI-Fixed Term Income Fund Sr. XXVII Plan VII -  DR - ADP,MF,13-SEP-2017,10,1,INF789FC1S38,10
UTIDAP27P8,UTI MF - UTI-Fixed Term Income Fund Sr XXVII Plan VIII - DP - ADP,MF,29-SEP-2017,10,1,INF789FC1U18,10
UTIDAP27PX,UTI MF- UTI - FTI Fund Sr. XXVII Plan X - DP - ADP,MF,09-NOV-2017,10,1,INF789FC1W57,10
UTIDAP28P1,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Series XV,MF,30-NOV-2017,10,1,INF789FC1X98,10
UTIDAP28P2,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Plan II -,MF,20-DEC-2017,10,1,INF789FC1Y48,10
UTIDAP28P3,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan III - DPADPO,MF,05-JAN-2018,10,1,INF789FC19A6,10
UTIDAP28P5,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Plan V -,MF,18-JAN-2018,10,1,INF789FC11D7,10
UTIDAP28P7,UTI Mutual Fund - UTI-FTI Fund - Series XXVIII Plan VII - DPADPO,MF,07-FEB-2018,10,1,INF789FC15F3,10
UTIDAP29P1,UTI-Fixed Term Income Fund ¿ Series XXIX Plan I - DPADP,MF,24-APR-2018,10,1,INF789FC13P7,10
UTIDAP29P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan II - DPADPO,MF,10-MAY-2018,10,1,INF789FC17Q6,10
UTIDAP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPADPO,MF,25-MAY-2018,10,1,INF789FC17R4,10
UTIDAP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPADPO,MF,11-JUN-2018,10,1,INF789FC19T6,10
UTIDAP29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI -DPADP,MF,04-JUN-2018,10,1,INF789FC19U4,10
UTIDAP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPADPO,MF,21-JUN-2018,10,1,INF789FC19W0,10
UTIDAP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - DPAND,MF,09-JUL-2018,10,1,INF789FC19X8,10
UTIDAP30P2,UTI Mutual Fund - UTI-FTIF-Sr XXX Plan II (1107 days)- DPADPO,MF,28-AUG-2018,10,1,INF789F1A926,10
UTIDAP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- DP-ADP,MF,19-SEP-2018,10,1,INF789F1AAC3,10
UTIDAP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPADPO,MF,05-OCT-2018,10,1,INF789F1AAN0,10
UTIDAP30P6,UTI Mutual Fund - UTI-FITF - Series XXX Plan VI-DP-ADPO,MF,22-OCT-2018,10,1,INF789F1ABH0,10
UTIDAP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-ADP,MF,25-JUN-2019,10,1,INF789F1ALV0,10
UTIDAP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPADPO,MF,11-JUL-2019,10,1,INF789F1AMF1,10
UTIDFP26P1,UTI MF - UTI-FTIF  Series XXVI Plan I - DP-FDPO,MF,17-JAN-2017,10,1,INF789FC1HI2,10
UTIDFP26P2,UTI Mutual Fund - UTI FTIF Sr. XXVI-II (1176 D) DPFDP,MF,07-FEB-2017,10,1,INF789FC1IA7,10
UTIDFP26P5,UTI MF - UTI-FTI Fund  Sr XXVI Plan V - DP - FDP,MF,17-MAR-2017,10,1,INF789FC1JM0,10
UTIDFP26P8,UTI MF- UTI-Fixed Term Income Fund  Sr. XXVI Plan VIII - DP - FDP,MF,06-APR-2017,10,1,INF789FC1MM4,10
UTIDFP26PX,UTI Mutual Fund - UTI-Fixed Term Income Fund  Series XXVI Plan X -  DI,MF,24-APR-2017,10,1,INF789FC1NG4,10
UTIDFP27P1,UTI Mutual Fund - UTI-Fixed Term Income Fund Series XXVII Plan I - DIR,MF,28-JUN-2017,10,1,INF789FC1L01,10
UTIDFP27P4,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan IV - DPFDP,MF,31-JUL-2017,10,1,INF789FC1O16,10
UTIDFP27P5,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan V - DPFDP,MF,17-AUG-2017,10,1,INF789FC1P15,10
UTIDFP27P6,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan VI - DPFDP,MF,05-SEP-2017,10,1,INF789FC1R62,10
UTIDFP28P2,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Plan II -,MF,20-DEC-2017,10,1,INF789FC1Y71,10
UTIDFP28P3,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan III - DPFDPO,MF,05-JAN-2018,10,1,INF789FC12B9,10
UTIDFP28P6,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan VI - DPFDPO,MF,18-JAN-2018,10,1,INF789FC18E0,10
UTIDFP28P7,UTI Mutual Fund - UTI-FTI Fund - Series XXVIII Plan VII - DPFDPO,MF,07-FEB-2018,10,1,INF789FC18F7,10
UTIDFP28PX,UTI Mutual Fund-UTI-FTIF-Series XXVIII Plan X-DPFDPO,MF,15-MAR-2018,10,1,INF789FC16J3,10
UTIDFP29P1,UTI-Fixed Term Income Fund ¿ Series XXIX Plan I - DPFDP,MF,24-APR-2018,10,1,INF789FC16P0,10
UTIDFP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPFDPO,MF,25-MAY-2018,10,1,INF789FC10S7,10
UTIDFP29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX DPFDP,MF,21-MAY-2018,10,1,INF789FC10T5,10
UTIDFP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPFDOPO,MF,11-JUN-2018,10,1,INF789FC12U9,10
UTIDFP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPFDOPO,MF,21-JUN-2018,10,1,INF789FC12X3,10
UTIDFP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-DP-FDP,MF,19-SEP-2018,10,1,INF789F1AAF6,10
UTIDFP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPFDPO,MF,05-OCT-2018,10,1,INF789F1AAP5,10
UTIDFP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-FDP,MF,25-JUN-2019,10,1,INF789F1ALX6,10
UTIDFP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPFDPO,MF,11-JUL-2019,10,1,INF789F1AMH7,10
UTIDGR26P1,UTI MF - UTI-FTIF  Series XXVI Plan I - DP-GO,MF,17-JAN-2017,10,1,INF789FC1HN2,10
UTIDGR26P2,UTI Mutual Fund - UTI FTIF Sr. XXVI-II (1176 D) DPG,MF,07-FEB-2017,10,1,INF789FC1IF6,10
UTIDGR26P3,UTI Mutual Fund - UTI-FTIF  Series XXVI Plan III - 1169 days DPG ,MF,02-MAR-2017,10,1,INF789FC1IX9,10
UTIDGR26P5,UTI MF - UTI-FTI Fund  Sr XXVI Plan V - DP - G,MF,17-MAR-2017,10,1,INF789FC1JR9,10
UTIDGR26P6,UTI MF - UTI-FTI Fund  Sr. XXVI Plan VI - DP - G,MF,23-MAR-2017,10,1,INF789FC1KB1,10
UTIDGR26P7,UTI MF- UTI-Fixed Term Income Fund  Sr. XXVI Plan VII - DP-G,MF,06-APR-2017,10,1,INF789FC1KL0,10
UTIDGR26P8,UTI MF- UTI-Fixed Term Income Fund  Sr. XXVI Plan VIII - DP - G,MF,06-APR-2017,10,1,INF789FC1MR3,10
UTIDGR26P9,UTI Mutual Fund - UTI-FTI Fund  Sr XXVI Plan IX - DI DPG,MF,19-APR-2017,10,1,INF789FC1NB5,10
UTIDGR26PX,UTI Mutual Fund - UTI-Fixed Term Income Fund  Series XXVI Plan X -  DI,MF,24-APR-2017,10,1,INF789FC1NL4,10
UTIDGR27P1,UTI Mutual Fund - UTI-Fixed Term Income Fund Series XXVII Plan I -  DI,MF,28-JUN-2017,10,1,INF789FC1L50,10
UTIDGR27P2,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan II - DPG,MF,05-JUL-2017,10,1,INF789FC1M59,10
UTIDGR27P3,UTI Mutual Fund - UTI-Fixed Term Income Fund Series XXVII Plan III - D,MF,14-JUL-2017,10,1,INF789FC1N58,10
UTIDGR27P4,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan IV - DPG,MF,31-JUL-2017,10,1,INF789FC1O65,10
UTIDGR27P5,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan V - DPG,MF,17-AUG-2017,10,1,INF789FC1P64,10
UTIDGR27P6,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan VI - DPG,MF,05-SEP-2017,10,1,INF789FC1R54,10
UTIDGR27P7,UTI MF - UTI-Fixed Term Income Fund Sr. XXVII Plan VII -  DP - G,MF,13-SEP-2017,10,1,INF789FC1S53,10
UTIDGR27P8,UTI MF - UTI-Fixed Term Income Fund Sr XXVII Plan VIII - DP - G,MF,29-SEP-2017,10,1,INF789FC1U34,10
UTIDGR27P9,UTI Mutual Fund - UTI-FTI Fund Series XXVII Plan IX - DPGO,MF,28-SEP-2017,10,1,INF789FC1V33,10
UTIDGR27PX,UTI MF- UTI - FTI Fund Sr. XXVII Plan X - DP - G,MF,09-NOV-2017,10,1,INF789FC1W73,10
UTIDGR28P1,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Series XV,MF,30-NOV-2017,10,1,INF789FC1Y14,10
UTIDGR28P2,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Plan II -,MF,20-DEC-2017,10,1,INF789FC1Y63,10
UTIDGR28P3,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan III - DPGO,MF,05-JAN-2018,10,1,INF789FC11B1,10
UTIDGR28P4,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan IV -DPGO,MF,03-JAN-2018,10,1,INF789FC13C5,10
UTIDGR28P5,UTI Mutual Fund - UTI-Fixed Term Income Fund - Series XXVIII Plan V -,MF,18-JAN-2018,10,1,INF789FC13D3,10
UTIDGR28P6,UTI Mutual Fund - UTI-FTIF - Series XXVIII Plan VI - DPGO,MF,18-JAN-2018,10,1,INF789FC17E2,10
UTIDGR28P7,UTI Mutual Fund - UTI-FTI Fund - Series XXVIII Plan VII - DPGO,MF,07-FEB-2018,10,1,INF789FC17F9,10
UTIDGR28P8,UTI Mutual Fund - UTI-FTIF-Series XXVIII Plan VIII- DPGO,MF,06-FEB-2018,10,1,INF789FC11H8,10
UTIDGR28P9,UTI Mutual Fund-UTI-FTIF-Series XXVIII Plan IX-DPG,MF,28-FEB-2018,10,1,INF789FC15I7,10
UTIDGR28PX,UTI Mutual Fund-UTI-FTIF-Series XXVIII Plan X-DPGO,MF,15-MAR-2018,10,1,INF789FC15J5,10
UTIDGR29P1,UTI-Fixed Term Income Fund ¿ Series XXIX Plan I - DPG,MF,24-APR-2018,10,1,INF789FC15P2,10
UTIDGR29P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan II - DPGO,MF,10-MAY-2018,10,1,INF789FC19Q2,10
UTIDGR29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPGO,MF,25-MAY-2018,10,1,INF789FC19R0,10
UTIDGR29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX DPG,MF,21-MAY-2018,10,1,INF789FC19S8,10
UTIDGR29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPGO,MF,11-JUN-2018,10,1,INF789FC11U1,10
UTIDGR29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI - DPG,MF,04-JUN-2018,10,1,INF789FC11V9,10
